job_id,service_category,service_subtype,zip_code,booking_month,job_description,estimate_lo,estimate_hi,original_estimate,final_price,deadline
job_001159,Roofing,Roofing,98724,2026-04,Roofing,238,1596,917,,As soon as possible
job_001160,Remodeling,Remodeling,72655,2026-02,Remodeling,198,1674,936,,Within 1 month
job_001161,Exterior,Exterior,90279,2026-03,Exterior,435,2855,1645,,Within 1 month
job_001162,Pool,Pool,67013,2026-01,Pool,182,2296,1239,,I'm flexible
job_001163,Appliance Repair,Appliance Repair,17490,2026-04,Appliance Repair,188,1991,1089,,Within 1 month
job_001164,Pool,Pool,53432,2026-03,Pool,176,2479,1327,,As soon as possible
job_001165,Pool,Pool,74305,2026-02,Pool,188,1767,977,,Within 1 month
job_001166,Auto,Auto,81731,2026-01,Auto,167,1818,992,,I'm flexible
job_001167,Painting,Interior,88915,2026-03,Paint interior bedroom walls,304,2744,1524,,As soon as possible
job_001168,Auto,Auto,15707,2026-02,Auto,198,2370,1284,,Within 1 month
job_001169,Pest Control,Bed Bugs,79512,2026-04,Rodent control and sealing,269,2170,1219,,Within 1 month
job_001170,Flooring,Flooring,14948,2026-04,Flooring,225,1894,1059,,As soon as possible
job_001171,Auto,Auto,29409,2026-02,Auto,161,2308,1234,,As soon as possible
job_001172,Painting,Exterior,72061,2026-04,Paint interior bedroom walls,255,1900,1077,,Within 1 month
job_001173,General Contractor,General Contractor,74656,2026-01,General Contractor,1019,8358,4688,,Within 1 month
job_001174,Handyman,Handyman,36378,2026-04,Handyman,60,389,224,,Within 1 month
job_001175,Plumbing,Water Heater Replacement,14708,2026-03,Replace kitchen sink shutoff valve (you supply valve),105,1293,699,,I'm flexible
job_001176,Auto,Auto,89829,2026-03,Auto,232,2186,1209,,Within 1-2 weeks
job_001177,Landscaping,Landscaping,88520,2026-02,Landscaping,243,1395,819,,As soon as possible
job_001178,Appliance Repair,Appliance Repair,62582,2026-01,Appliance Repair,237,1564,900,,Within 1-2 weeks
job_001179,Landscaping,Landscaping,27167,2026-04,Landscaping,244,1333,788,,Within 1 month
job_001180,Pest Control,Bed Bugs,15989,2026-03,General pest control service,260,1700,980,,As soon as possible
job_001181,Auto,Auto,78956,2026-01,Auto,238,1643,940,,As soon as possible
job_001182,Electrical,Panel Upgrade,87491,2026-03,Install ceiling fan,139,2293,1216,,Within 1 month
job_001183,Cleaning,Carpet Cleaning,83045,2026-01,Carpet cleaning entire house,110,904,507,,Within 1-2 weeks
job_001184,Remodeling,Remodeling,87058,2026-04,Remodeling,189,1643,916,,As soon as possible
job_001185,Pest Control,Rodents,98156,2026-02,Rodent control and sealing,302,1799,1050,,As soon as possible
job_001186,Handyman,Handyman,80763,2026-04,Handyman,60,575,317,,Within 1-2 weeks
job_001187,Appliance Repair,Appliance Repair,47269,2026-03,Appliance Repair,223,1745,984,,Within 1-2 weeks
job_001188,Pool,Pool,58755,2026-04,Pool,207,1700,953,,Within 1-2 weeks
job_001189,Pest Control,General,75159,2026-02,"Bed bug heat treatment, 2BR apartment",274,2001,1137,,Within 1-2 weeks
job_001190,Exterior,Exterior,95695,2026-01,Exterior,467,2302,1384,,As soon as possible
job_001191,Cleaning,General Cleaning,58404,2026-03,Window washing service,83,1234,658,,Within 1-2 weeks
job_001192,Cleaning,Carpet Cleaning,36378,2026-01,Window washing service,121,1069,595,,Within 1 month
job_001193,Exterior,Exterior,23169,2026-03,Exterior,506,3466,1986,,As soon as possible
job_001194,General Contractor,General Contractor,60484,2026-04,General Contractor,1175,10038,5606,,Within 1 month
job_001195,Auto,Auto,48049,2026-04,Auto,209,1655,932,,I'm flexible
job_001196,Painting,Exterior,94392,2026-02,Trim painting,340,2369,1354,,Within 1 month
job_001197,Auto,Auto,28589,2026-02,Auto,183,1567,875,,Within 1-2 weeks
job_001198,Painting,Exterior,16808,2026-01,Trim painting,230,2613,1421,,Within 1-2 weeks
job_001199,Roofing,Roofing,91278,2026-02,Roofing,220,2099,1159,,Within 1-2 weeks
job_001200,Pest Control,Rodents,16941,2026-02,General pest control service,252,1973,1112,,I'm flexible
job_001201,Landscaping,Landscaping,40495,2026-02,Landscaping,152,1418,785,,As soon as possible
job_001202,General Contractor,General Contractor,22903,2026-02,General Contractor,1169,11223,6196,,Within 1-2 weeks
job_001203,Moving,Moving,26792,2026-03,Moving,155,2160,1157,,I'm flexible
job_001204,Flooring,Flooring,38955,2026-03,Flooring,214,2264,1239,,Within 1 month
job_001205,Pool,Pool,34482,2026-03,Pool,150,2280,1215,,Within 1 month
job_001206,Cleaning,General Cleaning,76371,2026-02,"Exterior window wash, 2-story, 20 windows",110,809,459,,Within 1 month
job_001207,Electrical,Outlet Installation,27050,2026-04,Install ceiling fan,127,1828,977,,As soon as possible
job_001208,Remodeling,Remodeling,53756,2026-04,Remodeling,242,2297,1269,,Within 1-2 weeks
job_001209,Pool,Pool,25769,2026-01,Pool,182,2176,1179,,I'm flexible
job_001210,Landscaping,Landscaping,59204,2026-03,Landscaping,193,1523,858,,Within 1-2 weeks
job_001211,General Contractor,General Contractor,68050,2026-01,General Contractor,1007,11685,6346,,Within 1-2 weeks
job_001212,Handyman,Handyman,90603,2026-01,Handyman,86,485,285,,I'm flexible
job_001213,Roofing,Roofing,90096,2026-04,Roofing,206,1970,1088,,I'm flexible
job_001214,Chimney,Chimney,17679,2026-04,Chimney,160,1735,947,,Within 1-2 weeks
job_001215,Appliance Repair,Appliance Repair,33227,2026-01,Appliance Repair,170,1637,903,,As soon as possible
job_001216,Cleaning,General Cleaning,64161,2026-02,Deep clean kitchen and bathrooms,90,915,502,,Within 1-2 weeks
job_001217,Appliance Repair,Appliance Repair,99758,2026-02,Appliance Repair,202,1728,965,,As soon as possible
job_001218,Electrical,Lighting,83688,2026-04,Install ceiling fan,186,2077,1131,,I'm flexible
job_001219,Appliance Repair,Appliance Repair,44410,2026-03,Appliance Repair,183,1624,903,,I'm flexible
job_001220,Remodeling,Remodeling,16098,2026-01,Remodeling,241,1846,1043,,I'm flexible
job_001221,Exterior,Exterior,83891,2026-01,Exterior,441,3089,1765,,Within 1 month
job_001222,Pest Control,Rodents,98793,2026-03,Termite inspection and treatment,350,1694,1022,,As soon as possible
job_001223,Exterior,Exterior,34143,2026-03,Exterior,465,2763,1614,,Within 1 month
job_001224,Roofing,Roofing,21122,2026-02,Roofing,166,2302,1234,,I'm flexible
job_001225,Landscaping,Landscaping,43046,2026-02,Landscaping,249,1388,818,,I'm flexible
job_001226,General Contractor,General Contractor,24986,2026-03,General Contractor,956,10157,5556,,As soon as possible
job_001227,Moving,Moving,97585,2026-04,Moving,164,2489,1326,,As soon as possible
job_001228,General Contractor,General Contractor,84955,2026-04,General Contractor,1180,9982,5581,,I'm flexible
job_001229,HVAC,Thermostat,31925,2026-01,Furnace service before winter,244,3553,1898,,Within 1 month
job_001230,Landscaping,Landscaping,46990,2026-02,Landscaping,232,1821,1026,,As soon as possible
job_001231,Pest Control,Termites,37719,2026-03,"Bed bug heat treatment, 2BR apartment",251,2431,1341,,As soon as possible
job_001232,Moving,Moving,19289,2026-03,Moving,182,2302,1242,,Within 1-2 weeks
job_001233,Moving,Moving,27772,2026-02,Moving,175,1596,885,,Within 1 month
job_001234,General Contractor,General Contractor,76726,2026-03,General Contractor,1155,10989,6072,,Within 1-2 weeks
job_001235,Flooring,Flooring,80425,2026-03,Flooring,224,1905,1064,,As soon as possible
job_001236,Painting,Cabinet,47121,2026-03,Exterior house painting,251,3021,1636,,Within 1-2 weeks
job_001237,Pest Control,Termites,52887,2026-04,Termite inspection and treatment,230,2359,1294,,I'm flexible
job_001238,Landscaping,Landscaping,18931,2026-03,Landscaping,211,1728,969,,I'm flexible
job_001239,Pest Control,Bed Bugs,99600,2026-04,Rodent control and sealing,232,2435,1333,,Within 1 month
job_001240,Landscaping,Landscaping,20625,2026-03,Landscaping,249,1848,1048,,Within 1 month
job_001241,Auto,Auto,71142,2026-04,Auto,243,1947,1095,,Within 1-2 weeks
job_001242,Pool,Pool,47240,2026-04,Pool,220,1956,1088,,Within 1-2 weeks
job_001243,Chimney,Chimney,35717,2026-02,Chimney,187,2119,1153,,Within 1-2 weeks
job_001244,Pest Control,Bed Bugs,84662,2026-01,General pest control service,333,1985,1159,,I'm flexible
job_001245,Painting,Exterior,96922,2026-03,Cabinet refinishing,237,2920,1578,,As soon as possible
job_001246,Pest Control,General,85532,2026-01,"Bed bug heat treatment, 2BR apartment",262,2160,1211,,Within 1-2 weeks
job_001247,Roofing,Roofing,90279,2026-03,Roofing,170,2452,1311,,Within 1-2 weeks
job_001248,Pest Control,Bed Bugs,72252,2026-03,General pest control service,358,2324,1341,,As soon as possible
job_001249,Roofing,Roofing,85705,2026-03,Roofing,152,1907,1029,,Within 1-2 weeks
job_001250,Plumbing,Leak Repair,45873,2026-03,Install new water heater,114,1513,813,,As soon as possible
job_001251,Landscaping,Landscaping,78522,2026-01,Landscaping,241,1870,1055,,I'm flexible
job_001252,Roofing,Roofing,74105,2026-02,Roofing,211,2033,1122,,Within 1 month
job_001253,Chimney,Chimney,48965,2026-01,Chimney,245,2089,1167,,Within 1 month
job_001254,Appliance Repair,Appliance Repair,21519,2026-03,Appliance Repair,177,1671,924,,As soon as possible
job_001255,Roofing,Roofing,16075,2026-02,Roofing,170,1961,1065,,Within 1-2 weeks
job_001256,Auto,Auto,12007,2026-02,Auto,235,2355,1295,,Within 1-2 weeks
job_001257,Remodeling,Remodeling,23036,2026-02,Remodeling,233,2213,1223,,I'm flexible
job_001258,Chimney,Chimney,23169,2026-02,Chimney,217,2267,1242,,I'm flexible
job_001259,Chimney,Chimney,83861,2026-04,Chimney,191,1858,1024,,I'm flexible
job_001260,General Contractor,General Contractor,55308,2026-01,General Contractor,933,11059,5996,,Within 1 month
job_001261,Plumbing,Drain Cleaning,49983,2026-03,Replace kitchen sink shutoff valve (you supply valve),83,1481,782,,I'm flexible
job_001262,General Contractor,General Contractor,82052,2026-03,General Contractor,888,11095,5991,,Within 1 month
job_001263,Chimney,Chimney,84018,2026-03,Chimney,213,2245,1229,,As soon as possible
job_001264,Painting,Cabinet,33587,2026-02,Paint interior bedroom walls,263,2595,1429,,I'm flexible
job_001265,Painting,Exterior,39333,2026-02,Trim painting,242,2513,1377,,Within 1 month
job_001266,Chimney,Chimney,58359,2026-04,Chimney,163,1938,1050,,Within 1 month
job_001267,General Contractor,General Contractor,74937,2026-01,General Contractor,1079,9459,5269,,I'm flexible
job_001268,Cleaning,Window Washing,74875,2026-01,Carpet cleaning entire house,77,945,511,,I'm flexible
job_001269,Plumbing,Fixture Installation,11914,2026-02,Clear clogged drain,86,1830,958,,I'm flexible
job_001270,Pool,Pool,70075,2026-03,Pool,160,2423,1291,,Within 1-2 weeks
job_001271,Pool,Pool,89829,2026-04,Pool,155,1610,882,,Within 1-2 weeks
job_001272,Remodeling,Remodeling,83048,2026-02,Remodeling,206,1828,1017,,I'm flexible
job_001273,Chimney,Chimney,95757,2026-01,Chimney,217,2290,1253,,I'm flexible
job_001274,Exterior,Exterior,31748,2026-02,Exterior,477,2702,1589,,As soon as possible
job_001275,Remodeling,Remodeling,33784,2026-02,Remodeling,187,1722,954,,As soon as possible
job_001276,Remodeling,Remodeling,10298,2026-02,Remodeling,169,2153,1161,,I'm flexible
job_001277,Landscaping,Landscaping,70842,2026-04,Landscaping,171,1509,840,,Within 1 month
job_001278,Remodeling,Remodeling,76384,2026-04,Remodeling,241,1760,1000,,Within 1 month
job_001279,Landscaping,Landscaping,34143,2026-01,Landscaping,216,1161,688,,As soon as possible
job_001280,HVAC,Furnace Maintenance,65514,2026-03,Install new thermostat,219,3317,1768,,As soon as possible
job_001281,Roofing,Roofing,41940,2026-02,Roofing,237,1518,877,,Within 1 month
job_001282,Exterior,Exterior,61378,2026-02,Exterior,482,3081,1781,,I'm flexible
job_001283,Chimney,Chimney,52452,2026-03,Chimney,246,2198,1222,,I'm flexible
job_001284,Plumbing,Fixture Installation,62648,2026-01,Replace kitchen sink shutoff valve (you supply valve),75,1223,649,,Within 1 month
job_001285,Cleaning,Carpet Cleaning,17227,2026-02,Window washing service,114,786,450,,As soon as possible
job_001286,Electrical,Lighting,59888,2026-04,Install ceiling fan,124,2084,1104,,Within 1-2 weeks
job_001287,Remodeling,Remodeling,83877,2026-04,Remodeling,194,1857,1025,,Within 1 month
job_001288,Cleaning,Window Washing,99141,2026-01,Deep clean kitchen and bathrooms,100,1074,587,,Within 1 month
job_001289,Roofing,Roofing,81279,2026-03,Roofing,200,2439,1319,,Within 1 month
job_001290,Exterior,Exterior,35717,2026-04,Exterior,434,3019,1726,,I'm flexible
job_001291,Roofing,Roofing,62365,2026-03,Roofing,165,1652,908,,Within 1 month
job_001292,Handyman,Handyman,51619,2026-02,Handyman,85,536,310,,Within 1 month
job_001293,Plumbing,Drain Cleaning,51107,2026-03,Install new water heater,107,1356,731,,Within 1-2 weeks
job_001294,Handyman,Handyman,95153,2026-03,Handyman,85,391,238,,Within 1 month
job_001295,Electrical,Lighting,78636,2026-02,Replace light switches,143,1889,1016,,Within 1-2 weeks
job_001296,HVAC,Thermostat,53389,2026-01,AC unit repair and maintenance,179,2356,1267,,As soon as possible
job_001297,Cleaning,General Cleaning,48965,2026-03,Deep clean kitchen and bathrooms,92,773,432,,As soon as possible
job_001298,Handyman,Handyman,32435,2026-02,Handyman,88,499,293,,Within 1-2 weeks
job_001299,Remodeling,Remodeling,51233,2026-02,Remodeling,179,2451,1315,,Within 1 month
job_001300,Cleaning,Carpet Cleaning,98454,2026-03,Carpet cleaning entire house,120,1032,576,,As soon as possible
job_001301,Plumbing,Leak Repair,18526,2026-04,Install new water heater,110,1623,866,,As soon as possible
job_001302,Cleaning,General Cleaning,79074,2026-03,Deep clean kitchen and bathrooms,89,978,533,,Within 1 month
job_001303,HVAC,Thermostat,79577,2026-03,Install new thermostat,186,3010,1598,,As soon as possible
job_001304,Appliance Repair,Appliance Repair,85465,2026-04,Appliance Repair,158,1749,953,,Within 1-2 weeks
job_001305,Pest Control,Termites,84437,2026-01,Termite inspection and treatment,234,1724,979,,I'm flexible
job_001306,Auto,Auto,88325,2026-03,Auto,179,1988,1083,,Within 1-2 weeks
job_001307,Electrical,Panel Upgrade,23916,2026-04,Repair faulty electrical panel,141,2266,1203,,Within 1-2 weeks
job_001308,Chimney,Chimney,87992,2026-03,Chimney,232,1814,1023,,I'm flexible
job_001309,Moving,Moving,39333,2026-02,Moving,152,2125,1138,,As soon as possible
job_001310,HVAC,Ductwork,39251,2026-02,Furnace service before winter,228,3069,1648,,Within 1-2 weeks
job_001311,Exterior,Exterior,45139,2026-04,Exterior,553,3709,2131,,Within 1-2 weeks
job_001312,Pool,Pool,52615,2026-02,Pool,223,2431,1327,,As soon as possible
job_001313,Pool,Pool,50063,2026-02,Pool,160,2170,1165,,Within 1 month
job_001314,Pest Control,General,93871,2026-03,"Bed bug heat treatment, 2BR apartment",287,2155,1221,,As soon as possible
job_001315,General Contractor,General Contractor,78632,2026-02,General Contractor,798,8012,4405,,Within 1-2 weeks
job_001316,Exterior,Exterior,62991,2026-02,Exterior,440,2640,1540,,Within 1-2 weeks
job_001317,Landscaping,Landscaping,92899,2026-02,Landscaping,167,1785,976,,Within 1-2 weeks
job_001318,Electrical,Panel Upgrade,90831,2026-04,Install new outlets in kitchen,115,1550,832,,Within 1 month
job_001319,Moving,Moving,83282,2026-04,Moving,212,1503,857,,As soon as possible
job_001320,Handyman,Handyman,98551,2026-03,Handyman,84,442,263,,I'm flexible
job_001321,HVAC,Ductwork,19767,2026-01,Furnace service before winter,232,3546,1889,,Within 1-2 weeks
job_001322,Pest Control,General,11181,2026-04,"Bed bug heat treatment, 2BR apartment",249,1710,979,,Within 1 month
job_001323,Pool,Pool,64161,2026-03,Pool,194,1636,915,,Within 1 month
job_001324,Chimney,Chimney,86592,2026-01,Chimney,244,1935,1089,,Within 1-2 weeks
job_001325,Landscaping,Landscaping,98454,2026-02,Landscaping,151,1149,650,,I'm flexible
job_001326,Cleaning,General Cleaning,41627,2026-02,"Exterior window wash, 2-story, 20 windows",119,939,529,,As soon as possible
job_001327,Landscaping,Landscaping,54668,2026-01,Landscaping,176,1256,716,,As soon as possible
job_001328,Auto,Auto,99965,2026-02,Auto,219,2257,1238,,Within 1-2 weeks
job_001329,Plumbing,Drain Cleaning,22315,2026-02,Replace kitchen sink shutoff valve (you supply valve),76,1578,827,,Within 1 month
job_001330,Exterior,Exterior,93404,2026-03,Exterior,590,2615,1602,,Within 1-2 weeks
job_001331,Cleaning,Window Washing,81352,2026-04,Window washing service,76,1152,614,,Within 1-2 weeks
job_001332,Electrical,Lighting,40698,2026-04,Install ceiling fan,165,1909,1037,,I'm flexible
job_001333,Flooring,Flooring,95663,2026-03,Flooring,189,1582,885,,Within 1-2 weeks
job_001334,Appliance Repair,Appliance Repair,63050,2026-01,Appliance Repair,233,1649,941,,Within 1 month
job_001335,Landscaping,Landscaping,79479,2026-04,Landscaping,164,1161,662,,Within 1 month
job_001336,Cleaning,Carpet Cleaning,66648,2026-01,Carpet cleaning entire house,81,1187,634,,Within 1-2 weeks
job_001337,Chimney,Chimney,70187,2026-01,Chimney,194,2046,1120,,As soon as possible
job_001338,Pest Control,Bed Bugs,86851,2026-01,General pest control service,261,2232,1246,,As soon as possible
job_001339,Moving,Moving,24321,2026-03,Moving,195,1984,1089,,Within 1 month
job_001340,Moving,Moving,88915,2026-04,Moving,151,1940,1045,,As soon as possible
job_001341,Plumbing,Drain Cleaning,18269,2026-03,Clear clogged drain,92,1149,620,,Within 1 month
job_001342,Flooring,Flooring,80387,2026-02,Flooring,224,2464,1344,,I'm flexible
job_001343,HVAC,AC Repair,70136,2026-01,AC unit repair and maintenance,225,3631,1928,,As soon as possible
job_001344,Chimney,Chimney,49332,2026-03,Chimney,173,2051,1112,,As soon as possible
job_001345,Landscaping,Landscaping,94576,2026-03,Landscaping,246,1186,716,,Within 1 month
job_001346,Cleaning,Carpet Cleaning,30092,2026-04,"Exterior window wash, 2-story, 20 windows",121,934,527,,I'm flexible
job_001347,General Contractor,General Contractor,94355,2026-04,General Contractor,857,8202,4529,,As soon as possible
job_001348,Landscaping,Landscaping,35547,2026-03,Landscaping,222,1391,806,,I'm flexible
job_001349,Handyman,Handyman,70187,2026-04,Handyman,93,458,275,,As soon as possible
job_001350,Moving,Moving,88869,2026-04,Moving,174,2408,1291,,Within 1-2 weeks
job_001351,Exterior,Exterior,49640,2026-02,Exterior,581,2540,1560,,I'm flexible
job_001352,Plumbing,Water Heater Replacement,25358,2026-02,Clear clogged drain,109,1524,816,,I'm flexible
job_001353,Landscaping,Landscaping,52560,2026-03,Landscaping,165,1612,888,,Within 1-2 weeks
job_001354,Painting,Exterior,46138,2026-04,Exterior house painting,275,2201,1238,,Within 1 month
job_001355,Roofing,Roofing,50063,2026-03,Roofing,180,2320,1250,,As soon as possible
job_001356,General Contractor,General Contractor,24833,2026-02,General Contractor,752,9428,5090,,As soon as possible
job_001357,Landscaping,Landscaping,19956,2026-04,Landscaping,218,1596,907,,As soon as possible
job_001358,HVAC,Thermostat,22643,2026-02,AC unit repair and maintenance,187,2754,1470,,As soon as possible
job_001359,Plumbing,Fixture Installation,44732,2026-01,Clear clogged drain,115,1707,911,,I'm flexible
job_001360,Landscaping,Landscaping,80302,2026-03,Landscaping,196,1464,830,,I'm flexible
job_001361,Flooring,Flooring,23581,2026-02,Flooring,211,1915,1063,,Within 1 month
job_001362,HVAC,Ductwork,66302,2026-04,Clean ductwork,233,3431,1832,,I'm flexible
job_001363,General Contractor,General Contractor,41092,2026-02,General Contractor,1060,11310,6185,,Within 1-2 weeks
job_001364,Pest Control,Bed Bugs,88825,2026-03,Termite inspection and treatment,276,1991,1133,,I'm flexible
job_001365,Pool,Pool,95496,2026-04,Pool,189,1572,880,,Within 1-2 weeks
job_001366,Handyman,Handyman,20937,2026-01,Handyman,87,605,346,,I'm flexible
job_001367,Pest Control,General,41940,2026-04,General pest control service,289,2268,1278,,As soon as possible
job_001368,Electrical,Panel Upgrade,95695,2026-04,Install ceiling fan,138,2205,1171,,Within 1 month
job_001369,Moving,Moving,88325,2026-03,Moving,229,1612,920,,Within 1-2 weeks
job_001370,Cleaning,General Cleaning,84018,2026-02,Window washing service,105,785,445,,I'm flexible
job_001371,Pool,Pool,74105,2026-01,Pool,230,2310,1270,,I'm flexible
job_001372,Appliance Repair,Appliance Repair,70500,2026-04,Appliance Repair,222,2218,1220,,Within 1 month
job_001373,HVAC,Ductwork,24822,2026-02,Clean ductwork,179,2946,1562,,I'm flexible
job_001374,Painting,Exterior,80480,2026-02,Trim painting,285,2663,1474,,I'm flexible
job_001375,Chimney,Chimney,46577,2026-02,Chimney,165,2239,1202,,As soon as possible
job_001376,General Contractor,General Contractor,86865,2026-03,General Contractor,1098,9719,5408,,As soon as possible
job_001377,Roofing,Roofing,11511,2026-04,Roofing,229,2294,1261,,Within 1 month
job_001378,Pool,Pool,12606,2026-03,Pool,188,1680,934,,As soon as possible
job_001379,Pool,Pool,93962,2026-02,Pool,236,2152,1194,,Within 1-2 weeks
job_001380,Remodeling,Remodeling,84150,2026-04,Remodeling,186,1560,873,,Within 1 month
job_001381,Pool,Pool,65514,2026-01,Pool,215,1730,972,,Within 1 month
job_001382,General Contractor,General Contractor,72675,2026-02,General Contractor,760,12171,6465,,As soon as possible
job_001383,Appliance Repair,Appliance Repair,78891,2026-01,Appliance Repair,198,1538,868,,As soon as possible
job_001384,Roofing,Roofing,30062,2026-02,Roofing,226,1608,917,,Within 1-2 weeks
job_001385,Flooring,Flooring,38955,2026-01,Flooring,164,1706,935,,Within 1-2 weeks
job_001386,Painting,Exterior,35839,2026-02,Paint interior bedroom walls,353,2953,1653,,Within 1 month
job_001387,Landscaping,Landscaping,10395,2026-03,Landscaping,150,1632,891,,Within 1 month
job_001388,General Contractor,General Contractor,91140,2026-01,General Contractor,1035,9258,5146,,I'm flexible
job_001389,Painting,Exterior,31925,2026-01,Cabinet refinishing,266,2303,1284,,I'm flexible
job_001390,Handyman,Handyman,98724,2026-04,Handyman,88,614,351,,Within 1-2 weeks
job_001391,Cleaning,Carpet Cleaning,67323,2026-01,"Exterior window wash, 2-story, 20 windows",104,806,455,,I'm flexible
job_001392,Landscaping,Landscaping,62067,2026-01,Landscaping,189,1254,721,,Within 1-2 weeks
job_001393,Cleaning,Window Washing,43985,2026-04,"Exterior window wash, 2-story, 20 windows",124,764,444,,Within 1-2 weeks
job_001394,Exterior,Exterior,23008,2026-02,Exterior,381,3062,1721,,Within 1-2 weeks
job_001395,Plumbing,Fixture Installation,76152,2026-02,Clear clogged drain,92,1241,666,,Within 1 month
job_001396,Appliance Repair,Appliance Repair,13652,2026-02,Appliance Repair,153,2299,1226,,Within 1-2 weeks
job_001397,Flooring,Flooring,26507,2026-02,Flooring,154,1964,1059,,Within 1 month
job_001398,Handyman,Handyman,66019,2026-03,Handyman,82,535,308,,Within 1-2 weeks
job_001399,Roofing,Roofing,91517,2026-01,Roofing,159,1675,917,,Within 1-2 weeks
job_001400,Plumbing,Fixture Installation,92618,2026-03,Replace kitchen sink shutoff valve (you supply valve),119,1673,896,,Within 1-2 weeks
job_001401,Remodeling,Remodeling,92110,2026-04,Remodeling,223,2467,1345,,Within 1-2 weeks
job_001402,Electrical,Panel Upgrade,45412,2026-02,Replace light switches,172,2160,1166,,As soon as possible
job_001403,Moving,Moving,26222,2026-02,Moving,206,2412,1309,,Within 1-2 weeks
job_001404,Flooring,Flooring,98968,2026-04,Flooring,217,2017,1117,,Within 1-2 weeks
job_001405,Handyman,Handyman,59476,2026-02,Handyman,65,504,284,,Within 1 month
job_001406,Flooring,Flooring,33227,2026-03,Flooring,187,2367,1277,,As soon as possible
job_001407,Pool,Pool,10232,2026-03,Pool,241,1793,1017,,Within 1-2 weeks
job_001408,Plumbing,Water Heater Replacement,95153,2026-04,Install new water heater,105,1834,969,,I'm flexible
job_001409,General Contractor,General Contractor,17976,2026-04,General Contractor,1047,8897,4972,,Within 1-2 weeks
job_001410,Painting,Interior,67902,2026-02,Paint interior bedroom walls,367,2082,1224,,As soon as possible
job_001411,Pool,Pool,28589,2026-01,Pool,189,1977,1083,,As soon as possible
job_001412,Auto,Auto,42684,2026-01,Auto,214,2486,1350,,Within 1 month
job_001413,Landscaping,Landscaping,19110,2026-01,Landscaping,201,1170,685,,I'm flexible
job_001414,Auto,Auto,29350,2026-02,Auto,250,1733,991,,I'm flexible
job_001415,Exterior,Exterior,77016,2026-02,Exterior,605,3681,2143,,I'm flexible
job_001416,Cleaning,General Cleaning,80302,2026-03,Carpet cleaning entire house,110,1169,639,,I'm flexible
job_001417,Auto,Auto,24767,2026-03,Auto,239,2329,1284,,Within 1 month
job_001418,Plumbing,Water Heater Replacement,20202,2026-03,Install new water heater,111,1825,968,,I'm flexible
job_001419,Flooring,Flooring,91278,2026-01,Flooring,223,1768,995,,Within 1-2 weeks
job_001420,Handyman,Handyman,61451,2026-01,Handyman,89,428,258,,As soon as possible
job_001421,Chimney,Chimney,91278,2026-03,Chimney,237,2026,1131,,Within 1 month
job_001422,Flooring,Flooring,73824,2026-01,Flooring,194,1804,999,,Within 1 month
job_001423,Flooring,Flooring,34193,2026-04,Flooring,169,2201,1185,,Within 1 month
job_001424,Chimney,Chimney,31475,2026-04,Chimney,234,2099,1166,,Within 1 month
job_001425,Electrical,Wiring,33928,2026-03,Repair faulty electrical panel,118,2075,1096,,Within 1 month
job_001426,Handyman,Handyman,87197,2026-02,Handyman,65,431,248,,Within 1 month
job_001427,Auto,Auto,64800,2026-02,Auto,211,2198,1204,,Within 1-2 weeks
job_001428,Flooring,Flooring,24321,2026-04,Flooring,225,2025,1125,,I'm flexible
job_001429,Remodeling,Remodeling,82274,2026-03,Remodeling,161,1696,928,,As soon as possible
job_001430,Remodeling,Remodeling,34565,2026-01,Remodeling,200,2261,1230,,Within 1-2 weeks
job_001431,Pool,Pool,37062,2026-01,Pool,187,2298,1242,,As soon as possible
